,fileslug,id,sf_abstract,tags,title,link
1203,S06-426_in-vivo-molecular-imaging-using,62674,"Surface enhanced raman scattering (SERS) nanoparticles are synthesized to obtain a very strong characteristic Raman signal. In SERS nanoparticle, a Raman probe surrounds a noble ...",Surface enhanced Raman spectroscopy; Nanoparticle; Noble metal; Surface plasmon resonance; Antibody; Molecular imaging; Photobleaching; Multiplex (assay); ,In Vivo Molecular Imaging Using Surface Enhanced Raman Scattering (SERS) Nanoparticles,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100166650%22.PGNR.&OS=DN/20100166650&RS=DN/201001666']
1204,S06-419_tagging-objects-in-panoramic-videos,62673,This user interface enables a user to define tags within virtual tour applications that label objects in panoramic images and video – a process that ...,,Tagging Objects in Panoramic Videos,['https://www.google.com/patents/US200801065']
1205,S06-418_multi-point-viewing-of-panoramic,62672,Stanford researchers have created software to view panoramic videos from arbitrary viewpoints from separate non-overlapping geo-referenced panoramic video streams. Ths system can also synthesize missing ...,,Multi-point Viewing of Panoramic Video,['http://www.google.com/patents/US200801065']
1206,S06-410_ct-raw-data-normalization-in,62670,"A method for imaging an object in a computed tomography (CT) system with a plurality of sources comprising a first source and a second source, ...",X-ray computed tomography; ,CT - Raw Data Normalization in Inverse Geometry CT,[]
1207,S06-409_novel-molecular-imaging-contrast,62669,Researchers in the Molecular Imaging Program at Stanford have developed several novel small molecule agents designed to enhance photoacoustic imaging in living subjects.  These molecules ...,Molecular imaging; Photoacoustic imaging in biomedicine; Functional group; Positron emission tomography; Peptide; Protein; ,Novel molecular imaging contrast agents for photo-acoustic imaging,"['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20100111871.PGNR.&OS=DN/20100111871&RS=DN/201001118', 'http://pubs.acs.org/doi/abs/10.1021/ja10400']"
1208,S06-397_mri-3d-cones-gradient-waveform,62667,A method of performing magnetic resonance imaging is provided. Sampling requirements are used to define a three dimensional cone trajectory differential equation. The equation is ...,Magnetic resonance imaging; ,MRI - 3D Cones Gradient Waveform Generation Software,[]
1209,S06-394B_r-spondin1-producing-cell-line,62666,Stanford researchers have developed an R-spondin1-producing cell line. The cell line is a transfectant of 293T cells expressing mouse R-spondin1 protein tagged with N-terminus HA ...,Protein tag; N-terminus; C-terminus; Ex vivo; Epithelium; Carcinogenesis; Stem cell; Stem cell niche; ,R-spondin1-producing cell line,"['http://www.nature.com/nm/journal/v20/n7/full/nm.3585.ht', 'http://www.pnas.org/content/109/2/466.full.p', 'http://www.nature.com/nm/journal/v15/n6/full/nm.1951.ht']"
1210,S06-394_ex-vivo-expansion-and-culture-of,62665,"Stanford researchers in the laboratory of Dr. Calvin Kuo have developed the first robust method for the culture, proliferation and expansion of intestinal epithelium for ...",Ex vivo; Epithelium; Ultrastructure; Enterocyte; Cel; Autotransplantation; Tissue engineering; Drug development; ADME; Gene therapy; Enteroendocrine cell; Stem cell niche; ,Ex vivo expansion and culture of intestinal epithelium,"['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2212%2F545,755%22&OS=%2212/545,755%22&RS=%2212/545,755%', 'http://www.nature.com/nm/journal/vaop/ncurrent/full/nm.1951.ht']"
1211,S06-382_compensation-of-optical-aberrations,62664,"Researchers in Mark Schnitzers Biophysics group have developed a specimen imaging system composed of a light source, a light detector, a GRIN-lens type micro-optical ...",Optical aberration; ,Compensation of Optical Aberrations in Gradient-Refractive Index (GRIN) Lenses,[]
1212,S06-380_identification-of-actionable,62663,"Rheumatoid arthritis (RA) affects 0.6% of the world population, and there is a great need for biomakers to identify asymptomatic and early undifferentiated arthritis patients ...",Rheumatoid arthritis; Antibody; Cytokine; Biomarker; Rheumatology; Chemokine; Nephelometer; ELISA; Immunoglobulin M; Immunoglobulin A; Assay; Reagent; Granulocyte macrophage colony-stimulating factor; CCL2; Synovial fluid; Inflammation; Erythropoietin; ,Identification of Actionable Biomarkers that Predict Clinical Disease Onset and Severity of Rheumatoid Arthritis,['http://ard.bmj.com/cgi/reprint/66/6/7']
1213,S06-367_a-method-for-magnetic-resonance,62661,"A system and method for MR imaging includes the use of a form of autocalibrated parallel imaging. By combining a segmented, rotated acquisition trajectory with ...",,A Method for Magnetic Resonance Image Reconstruction with Parallel Imaging and Motion Correction,[]
1214,S06-366_a-method-for-magnetic-resonance,62660,A system and method for parallel imaging is disclosed that generates linear combination coefficient weights by solving systems of linear equations formulated with correlation values. ...,Magnetic resonance imaging; ,A Method for Magnetic Resonance Image Reconstruction using Correlation Values,[]
1215,S06-364_design-of-misaligned-nanodevices,62659,Misaligned Carbon Nanotubes (CNTs) impose a major barrier to practical implementation of CNFET-based logic circuits. Stanford researchers have simulated a design that provides a solution ...,Carbon nanotube; Nanowire; Fault-tolerant design; ,Design of Misaligned Nanodevices Immune Logic Standard Cells,['http://ieeexplore.ieee.org/xpl/login.jsp?tp=&arnumber=4261322&url=http%3A%2F%2Fieeexplore.ieee.org%2Fxpls%2Fabs_all.jsp%3Farnumber%3D42613']
1216,S06-363_a-method-for-parallel-imaging-with,62658,An RF coil assembly includes a plurality of RF source coils and an RF target coil separate from the plurality of RF source coils. A ...,,A Method for Parallel Imaging with Calibration to a Separate Coil,[]
1217,S06-361_ngr-mice-nogo-receptor,62657,"This is a Nogo conditional, targeted KO mouse, conditional KO of Nogo that may be used for research puposes. For example, experimented used the mice ...",Reticulon 4; Myelin; Spinal cord; ,NgR Mice - Nogo receptor,[]
1218,S06-355_a-method-to-track-3d-target-motion,62656,"Stanford researchers have developed and empirically verified a new algorithm for controlling, in real-time, an aperture profile of a dynamic multi-leaf collimator (DMLC) based on ...",Multileaf collimator; Algorithm; Radiation therapy; Tumor; Quasiperiodic motion; ,A method to track 3D target motion with a dynamic multileaf collimator,"['http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=16863935&query_hl=8&itool=pubmed_docs', 'http://www.ncbi.nlm.nih.gov/pubmed/185616']"
1219,S06-346_controlled-nanoparticle-growth,62655,Engineers in Prof. Stacey Bent’s laboratory have developed a patented atomic layer deposition (ALD) method to control the size and distribution of nanoparticles on both ...,Atomic layer deposition; Nanoparticle; Nucleation; Porosity; Nanowire; Fuel cell; Noble metal; Semiconductor; ,Controlled Nanoparticle Growth Using Atomic Layer Deposition,[]
1220,S06-341_identification-and-isolation-of,62653,"Cancer stem cells, albeit a rare cell population, are the cells that drive tumor growth, and are believed to be responsible for causing cancer relapse ...",Cancer stem cell; Squamous-cell carcinoma; Stem cell; Metastasis; Chemotherapy; ,Identification and Isolation of Cancer Stem Cells in Head and Neck Squamous Cell Carcinoma as Diagnostic and Screening Tool to Identify Agents to Effectively Eradicate Tumor Growth,['http://dx.doi.org/10.1073/pnas.06101171']
1221,S06-335_pbx2-knockout-mice,62652,Researchers in the laboratory of Michael Cleary at Stanford University have developed a mouse that lacks the transcription factor Pbx2.  Pbx2 is a TALE (three ...,Transcription factor; Amino acid; Gene expression; PBX1; Oncogene; Knockout mouse; Phenotype; Homeostasis; Vertebrate; ,Pbx2 knockout mice,['http://mcb.asm.org/cgi/content/full/24/12/5324?view=long&pmid=151698']
1222,S06-328_bz194-mab-specific-for-mouse-cmklr1,62651,"Rat monoclonal antibody BZ194 specifically recognizes mouse serpentine receptor mCMKLR1 (aka ChemR23, DEZ).  mCMKLR1 is a novel protein possessing high homology with members of the ...",CMKLR1; Monoclonal antibodies; Mouse; G protein-coupled receptor; Protein; Homology (biology); Chemotaxis; Chemerin; Macrophage; Flow cytometry; Chemokine receptor; White blood cell; Homeostasis; Inflammation; Antibody; Immunoprecipitation; Immunoassay; ELISA; Immunocytochemistry; Immunofluorescence; Integrin alpha M; EMR1; ,BZ194 mAb Specific for Mouse CMKLR1,[]
1223,S06-327_pbx1-knockout-mice,62650,Researchers in the laboratory of Michael Cleary at Stanford University have developed a mouse that lacks the transcription factor Pbx1.  Pbx1 is a proto-oncogene that ...,PBX1; Transcription factor; Oncogene; Chromosomal translocation; Amino acid; Homeobox; Protein; Gene expression; Multiple patterning; Anemia; Bone; Phenotype; Embryogenesis; Homeostasis; Vertebrate; Chondrocyte; Cofactor (biochemistry); Haematopoiesis; Liver; Pancreas; PDX1; Diabetes mellitus; Genitourinary system; Pharyngeal pouch (embryology); Homology (biology); ,Pbx1 knockout mice -,['http://dev.biologists.org/cgi/content/full/128/18/35']
1224,S06-325_modification-of-surface-for,62649,"A multidisciplinary team of Stanford inventors have developed a novel method for attaching biomolecule probes (e.g oligonucleotides, peptides, antibodies etc.) onto the solid surface of ...",Biomolecule; Oligonucleotide; Peptide; Antibody; Polymer; Covalent bond; DNA; Protein microarray; Biosensor; ,Modification of Surface for Biomolecule Immobilization,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PG01&s1=pourmand.IN.&s2=wang.IN.&OS=IN/pourmand+AND+IN/wang&RS=IN/pourmand+AND+IN/wa']
1225,S06-321_proxy-identity-based-encryption,62648,Proxy Identity Based Encryption (proxy IBE) is a new encryption scheme that allows a user to send data encrypted with any given public key to ...,Public-key cryptography; Proxy server; Email forwarding; Outsourcing; Key size; ,Proxy Identity Based Encryption,[]
1226,S06-320_using-e-coli-im9-as-an-immune,62647,"Stanford researchers have discovered that the small and stable E.coli protein, IM9, is a potent stimulator of the mammalian immune system.  This discovery is particularly ...",Protein; Fusion protein; Vaccine; Immunogenicity; Antigen; Antibody titer; Lymphoma; Stimulant; B-cell lymphoma; Cell-free system; Murinae; Granulocyte macrophage colony-stimulating factor; Escherichia coli; Ronald Levy; ,Using E.coli Im9 as an Immune Stimulator,"['http://www.ncbi.nlm.nih.gov/pubmed/15669088?dopt=Abstra', 'http://www.ncbi.nlm.nih.gov/pubmed/15575700?dopt=Abstra']"
1227,S06-308_interpenetrating-polymer-network,62645,A multidisciplinary team of Stanford University inventors have developed a new silicone-free hydrogel material for contact lenses that possesses essential properties for maximum wearer comfort. ...,Interpenetrating polymer network; Gel; Contact lens; Oxygen permeability; Protein; Biocompatibility; Ultimate tensile strength; ,Interpenetrating Polymer Network Hydrogel Contact Lenses,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110166247%22.PGNR.&OS=DN/20110166247&RS=DN/201101662']
1228,S06-296_dynamic-local-authentication-and,62644,Stanford researchers have developed an innovative method for providing improved network services to mobile users.  This predictive network service provisioning method uses personal schedule information ...,Network congestion; ,Dynamic Local Authentication and Data Provisioning,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=%2220090029692%22.PGNR.&OS=DN/20090029692&RS=DN/200900296']
1229,S06-293_it-feels-good-to-be-let-in-a-book,62643,A Stanford University student wrote and illustrated a soft cover book to teach young children about how it feels to be excluded and how to ...,,"""It Feels Good to be Let In""--A book to teach young children about how it feels to be excluded and how to change that behavior",[]
1230,S06-281_preparation-of-azide-modified,62642,Stanford researchers have developed a platform by which chemical functionalities can be immobilized onto carbon surfaces.  Their technique first involves the addition of azide functionality ...,Coupling reaction; Azide; Bioassay; X-ray photoelectron spectroscopy; Infrared spectroscopy; Fuel cell; Nucleic acid; Carbon; ,Preparation of Azide-Modified Carbon Surfaces for Coupling to Various Species,[]
1231,S06-280_polarization-controller-for-air,62641,"An optical device comprising: a first hollow-core photonic-bandgap fiber portion configured to transmit light having a wavelength, wherein the first portion has a first longitudinal ...",Torque; ,Polarization Controller for Air-Core Photonic-Bandgap Fiber,[]
1232,S06-260_host-based-detection-of-remotely,62640,"Stanford inventors have developed a new method for detecting malicious bots, programs that are installed as viruses on a computer and then proceed to execute ...",Computer virus; Identity theft; Malware; ,Host-Based Detection of Remotely-Controlled Malicious Software,"['http://forum.stanford.edu/events/workshop/security/abstract.php?eventId=16', 'https://link.springer.com/chapter/10.1007/978-3-540-73614-1']"
1233,S06-258_optical-filtering-using-photonic,62639,An optical device and methods of using an optical device are provided. The optical device includes a hollow-core fiber including a first portion and a ...,,Optical Filtering Using Photonic-Bandgap Fiber Tapers,[]
1234,S06-255_reduction-of-thermal-drift-in-a,62638,An optical sensor includes an optical coupler. The optical sensor further includes a photonic bandgap fiber having a hollow core and an inner cladding generally ...,Gyroscope; Opto-isolator; Photonic crystal; Fibre optic gyroscope; ,Reduction of Thermal Drift in a Fiber Optic Gyroscope,[]
1235,S06-244_directly-detectable-spacers-for,62637,"This invention enables the high-sensitivity, high-resolution stacking, separation, and fluorescence-based detection of non-fluorescent analytes in any electrophoresis platform.  Sample analytes are mixed with a suitable ...",Analyte; Fluorescence; Electropherogram; Assay; ,Directly Detectable Spacers for Indirect Detection of Analytes,[]
1236,S06-240_mems-sensors-from-epitaxially-grown,62636,Stanford engineers have created a patented method for fabricating highly sensitive piezoresistors on vertical walls of microstructures by epitaxial growth of doped silicon. In-plane inertial ...,Microelectromechanical systems; Epitaxy; Piezoresistive effect; Crystal growth; Accelerometer; Gyroscope; Scanning electron microscope; Cantilever; Polycrystalline silicon; Force; Shear stress; ,MEMS sensors from epitaxially grown piezoresistors,"['http://ieeexplore.ieee.org/xpl/login.jsp?tp=&arnumber=5371499&url=http%3A%2F%2Fieeexplore.ieee.org%2Fxpls%2Fabs_all.jsp%3Farnumber%3D53714', 'http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=44436']"
1237,S06-239_sensors-and-control-for-an,62635,Dr. Friedrich Prinz and colleagues have developed and patented a force and position sensor for active catheters to improve control during interventional therapy.  Interventional medicine ...,Force; Catheter; Disease; Shape-memory alloy; Laser; Biomechatronics; ,Sensors and control for an interventional catheter,"['http://www.ncbi.nlm.nih.gov/pmc/articles/PMC259876', 'http://ieeexplore.ieee.org/iel5/10916/34365/01639184.pdf?isnumber=34365&prod=CNF&arnumber=1639184&arSt=775&ared=780&arAuthor=Tung%2C+A.T.%3B+Park%2C+B.H.%3B+Koolwal%2C+A.%3B+Nelson%2C+B.%3B+Niemeyer%2C+G.%3B+Liang%2C+']"
1238,S06-231_rotational-stereo-roadmapping-for,62634,"Researchers in Prof. Sandy Napels laboratory have developed Rotational Roadmapping (RoRo), an image-based navigation technique for interventional radiography procedures.  This method acquires and stores ...",Interventional radiology; Roll-on/roll-off; Rotational angiography; Cardiology; ,Rotational Stereo Roadmapping for navigating interventional radiology instrument,"['http://www.ncbi.nlm.nih.gov/pubmed/18044622?ordinalpos=10&itool=EntrezSystem2.PEntr', 'http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PG01&s1=napel&s2=kukuk&OS=napel+AND+kukuk&RS=napel+AND+kuk']"
1239,S06-229_mri-inverted-double-half-rf-pulse,62633,"A method for creating a magnetic resonance image of an object with at least a first species and a second species, wherein the first species ...",Magnetic resonance imaging; ,MRI - Inverted Double Half RF Pulse for Ultrashort T2 Imaging,[]
1240,S06-225_nanowire-phase-change-memory,62632,Stanford engineers have developed a patented non-volatile memory device fabricated from chalcogenide-based nanowires using a vapor-liquid-solid technique.  The method produces nanowires down to sub-10nm diameter ...,Nanowire; ,Nanowire Phase-Change Memory,['http://pubs.acs.org/cgi-bin/abstract.cgi/nalefd/asap/abs/nl061102b.ht']
1241,S06-218_mri-multi-resolution-robust-field,62631,A method for mapping field inhomogeneity for forming a magnetic resonance image is provided. A magnetic resonance excitation is applied. A plurality of k-space echoes ...,Magnetic resonance imaging; K-space (MRI); Search algorithm; Maxima and minima; ,MRI - Multi-resolution robust field map estimation for water and fat separation,[]
1242,S06-206_bacterial-poly-hydroxy-alkanoate,62630,"A team of Stanford engineers has developed a process for making structural-grade materials with renewable, biodegradable resources.  This technology uses resins of the bioplastic PHA ...",Biodegradation; Bioplastic; Polyhydroxyalkanoates; Sandwich panel; Methane; Weathering; Laser cutting; Formwork; Biocomposite; Fermentation; Bacteria; Lipid; Biopolymer; ,Bacterial Poly-Hydroxy-Alkanoate (PHA) Polymer and Natural Fiber Composites for Structural Applications,"['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110112257%22.PGNR.&OS=DN/20110112257&RS=DN/201101122', 'https://blume.stanford.edu/content/mechanical-characterization-and-structural-assessment-biocomposites-constructio', 'http://www.kreysler.com/information/specifications/specs-resources/sustainable_biocomposites_for_construction.pd']"
1243,S06-203_trench-isolated-cmut-arrays,62628,Stanford researchers have developed a novel method of fabricating one-dimensional and two-dimensional capacitive micromachined ultrasonic transducer (CMUT) arrays.  The method builds a CMUT array on ...,Ultrasonic sensor; Silicon on insulator; Microfluidics; ,Trench Isolated CMUT Arrays,[]
1244,S06-193_a-new-integrated-method-of-human-or,62627,Stanford researchers have patented a data-driven method for building a human shape model that spans variation in both subject shape and pose. The method is ...,Motion capture; Muscle; ,"A New, Integrated Method of Human or Animal Body Modeling with Applications for Animation and Tracking",['http://robots.stanford.edu/papers/anguelov.shapecomp.p']
1245,S06-190_flexible-pressure-sensors,62626,Researchers in Professor Zhenan Bao’s group at Stanford University have created a thin-film pressure sensor device structure so sensitive it can detect the slightest touch. ...,Thin film; Electrode; Curvature; Pixel; Electronic skin; Prosthesis; Human–computer interaction; Flow sensor; Artificial skin; Touchscreen; Dielectric; ,Flexible Pressure Sensors,"['http://www.nature.com/nmat/journal/vaop/ncurrent/pdf/nmat2834.p', 'http://news.stanford.edu/news/2010/september/sensitive-artificial-skin-091210.ht']"
1246,S06-181_lung-progenitor-cells-for-cellular,62625,Repair of alveolar structures after injury requires proliferation and differentiation of lung progenitor/stem cells. This invention describes patented in-vitro methods and an in-vivo model system ...,Pulmonary alveolus; In vitro; In vivo; Progenitor cell; Pulmonary hypertension; Acute lung injury; ,Lung Progenitor Cells For Cellular Therapy of Lung Injuries,['http://www.google.com/patents/US201100611']
1247,S06-178_an-exact-dynamic-collision-checker,62624,Stanford researchers have developed an Exact Dynamic Collision Checker for Animation and CAD/Robotic Applications that is both infallible and efficient. The Motion Planning Kit (MPK) ...,Computer-aided design; Articulated robot; Industrial robot; Robotic surgery; Virtual reality; Heuristic; ,An Exact Dynamic Collision Checker for Animation and CAD/Robotic Applications,['http://ai.stanford.edu/~mitul/papers/SSLtro05.p']
1248,S06-168_electrochemical-memory-with,62623,Researchers in Prof. Paul McIntyres laboratory have developed a novel memory element to reliably retain data in electrochemical (non-volatile resistance change) memories using solid ...,Non-volatile memory; Electrolyte; Ion-mobility spectrometry; ,Electrochemical Memory with Internal Boundary Layer,[]
1249,S06-165_generation-and-application-of,62622,"A method for utilizing an optical resonator, the method comprising: providing an optical resonator comprising a reflective element and an optical fiber positioned relative to ...",Optical cavity; ,Generation and application of asymmetric Fabry-Perot resonances,[]
1250,S06-155_assay-for-influenza-viruses,62621,"Researchers at the Stanford Genome Technology Center have developed a novel molecular diagnostic assay for the rapid, specific, low-cost detection of particular strains of influenza. ...",Influenza A virus subtype H5N1; Assay; Virus; Nucleic acid test; Pathogen; Genome; Drug resistance; Reassortment; Point of care; Mutation; Virulence; Antiviral drug; Immune system; ,"Assay for Influenza Viruses, Including H5N1",['http://www.plosone.org/article/fetchArticle.action?articleURI=info:doi/10.1371/journal.pone.00000']
1251,S06-144_3-d-adaptive-filtering-of,62620,CT imaging is enhanced by adaptively filtering x-ray attenuation data prior to image reconstruction. Detected x-ray projection data are adaptively and anisotropically filtered based on ...,Anisotropy; High-pass filter; Image noise; ,3-D Adaptive Filtering of Projection Data for Noise Reduction in Low-dose C-arm,[]
1252,S06-137_methods-to-improve-survival-from,62619,Approximately 5 million people in the United States suffer from heart failure. Stanford inventors in the laboratory of Dr. Daria Mochly-Rosen have developed a method ...,Heart failure; Hypertension; Stenosis; Peptide; Enzyme inhibitor; Protein kinase C; Isozyme; Receptor (biochemistry); Hypertrophy; Myocardial infarction; Fibrosis; Matrix metalloproteinase; Artery; Restenosis; ,Methods to improve survival from heart failure in chronic hypertension and to prevent arterial stenosis,"['http://www.ncbi.nlm.nih.gov/pubmed/224793', 'http://www.ncbi.nlm.nih.gov/pubmed/219203', 'http://www.ncbi.nlm.nih.gov/pubmed/210354', 'http://www.ncbi.nlm.nih.gov/pubmed/208747', 'http://www.ncbi.nlm.nih.gov/pubmed/212771', 'http://www.ncbi.nlm.nih.gov/pubmed/208379', 'http://www.ncbi.nlm.nih.gov/pubmed/204034', 'http://www.ncbi.nlm.nih.gov/pubmed/191688']"
1253,S06-129_acoustic-cross-talk-reduction,62618,This invention describes a powerful method to reduce the acoustic crosstalk in CMUT arrays by impeding the propagation of the Scholte interface waves. This method ...,Crosstalk (electronics); Medical imaging; ,Acoustic Cross Talk Reduction Method,[]
1254,S06-118_a-way-to-prevent-esophageal-damage,62617,Researchers at Stanford Universitys Biodesign Cardiovascular Innovation Team have developed a medical device and method which can prevent esophageal damage during atrial fibrillation (AF) ...,Medical device; Atrial fibrillation; Esophagus; Left atrium; Anxiety; Lumen (anatomy); ,A Way to Prevent Esophageal Damage During Catheter Ablation,[]
1255,S06-109_mri-fast-metabolic-imaging-of,62615,A method of imaging the individual components of systems with sparse spectra using magnetic resonance imaging including the steps of a) exciting nuclei of labeled ...,Magnetic resonance imaging; Atomic nucleus; Chemical shift; Pyruvic acid; Alanine; ,MRI - Fast Metabolic Imaging of Systems with Sparse Spectra,[]
1256,S06-108_moving-table-mri-with-frequency,62614,A system and method are disclosed using continuous table motion while acquiring data to reconstruct MR images across a large FOV without significant slab-boundary artifacts ...,Magnetic resonance imaging; Field of view; Fourier transform; ,Moving Table MRI with Frequency-Encoding in the Z-Direction,[]
1257,S06-099_robust-factor-ix-minigene,62613,Researchers in Dr. Mark Kays laboratory at Stanford University have designed a new liver-specific expression cassette for inserting genes into double-stranded AAV (adeno-associated virus) ...,Factor IX; Adeno-associated virus; Gene therapy; Transgene; Viral vector; Exogenous DNA; Enhancer (genetics); Vector (molecular biology); ,Robust factor IX minigene expression cassette,[]
1258,S06-098_novel-aav-capsids-with-new,62612,Researchers from Dr. Mark Kays laboratory at Stanford University have merged desirable qualities of multiple natural AAV isolates by an adapted DNA family shuffling ...,Capsid; DNA; Hybrid (biology); Virus; Transgene; Factor IX; Vector (molecular biology); Gene therapy; Epidermolysis bullosa; Evolution; Adeno-associated virus; ,Novel AAV capsids with new transduction and nonimmune properties,"['http://dx.doi.org/10.1038/mt.2013.2', 'http://jvi.asm.org/cgi/content/abstract/82/12/5887?maxtoshow=&HITS=10&hits=10&RESULTFORMAT=&author1=grimm&author2=kay&searchid=1&FIRSTINDEX=0&resourcetype=HWC']"
1259,S06-091_stickybot-climbing-with-dry,62610,Stanford researchers have patented a bio-inspired device designed to scale smooth vertical surfaces using anisotropic frictional materials. The device draws its inspiration from geckos and ...,Adhesive; Gecko; Lizard; Distributed control system; ,StickyBot - Climbing with dry adhesives,"['http://ieeexplore.ieee.org/Xplore/login.jsp?url=http%3A%2F%2Fieeexplore.ieee.org%2Fiel5%2F4209048%2F4209049%2F04209262.pdf%3Ftp%3D%26isnumber%3D4209049%26arnumber%3D4209262&authDecision=-2', 'http://ieeexplore.ieee.org/Xplore/login.jsp?url=http%3A%2F%2Fieeexplore.ieee.org%2Fiel5%2F4209048%2F4209049%2F04209263.pdf%3Ftp%3D%26isnumber%3D4209049%26arnumber%3D4209263&authDecision=-2']"
1260,S06-086_heterostructure-negative,62609,Researchers in Prof. James Plummers laboratory have developed a patented silicon-compatible negative differential resistance (NDR) device with high peak to valley current ratios (PVCRs). ...,Negative resistance; Silicon-germanium; Tunnel diode; Dynamic random-access memory; Application-specific integrated circuit; CMOS; ,Heterostructure Negative Differential Resistance Device,['http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=16095']
1261,S06-064_nzw-mouse-embryonic-stem-cells,62608,"Mouse embryonic stem (ES) cells are used for generating knockout and knockin mouse models, which are crucial for biomedical research as well as pre-clinical studies. ...",Embryonic stem cell; Hematology; Immunology; F1 hybrid; Trophoblast; ,NZW mouse embryonic stem cells,[]
1262,S06-061_hybrid-led-lcd-display,62607,Stanford researchers have recently patented a  hybrid LED-LCD screen  suitable for applications ranging from  large televisions to small mobile displays  and capable of  significantly reducing ...,Brightness; Backlight; Algorithm; Liquid-crystal display; Contrast ratio; FR-4; Printed circuit board; ,Hybrid LED-LCD Display,['http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?tp=&arnumber=1689480&isnumber=356']
1263,S06-052_mri-ideal-mri-simultaneous-t2,62605,A method for generating a magnetic resonance image is provided. A magnetic resonance imaging excitation is applied for a plurality of cycles at a cycle ...,Magnetic resonance imaging; Relaxation (NMR); ,"MRI - ""IDEAL"" MRI: Simultaneous T2* Measurement and Correction in Chemical Shift Imaging",[]
1264,S06-051_ideal-mri-methods-for-combining,62604,A method for generating a magnetic resonance images is provided. A first species signal for a first species is generated from magnetic resonance data. A ...,Magnetic resonance imaging; ,"""IDEAL"" MRI: Methods for Combining Separate Water and Fat Images and Quantifying Fat",[]
1265,S06-049_mri-ideal-mri-sliding-window,62603,A method for generating dynamic magnetic resonance images is provided. A cyclical magnetic resonance imaging excitation is applied for a plurality of cycles at a ...,Magnetic resonance imaging; Sliding window protocol; ,"MRI - ""IDEAL"" MRI: Sliding Window Reconstruction and Phase/Field Map Updating for Chemical Shift Imaging",[]
1266,S06-048_mri-ideal-mri-regularized-water-fat,62602,A method for generating a magnetic resonance images is provided. A magnetic resonance imaging excitation is applied. A plurality of magnetic resonance image signals is ...,Magnetic resonance imaging; Algorithm; ,"MRI - ""IDEAL"" MRI: Regularized Water-Fat Separation",[]
1267,S06-047_mri-ideal-mri-weighted-least,62601,A method of separating signals from at least two species in a body using echo-coherent time magnetic resonance imaging is provided. A plurality of echo ...,Magnetic resonance imaging; Maximum likelihood; Algorithm; ,"MRI - ""IDEAL"" MRI: Weighted Least-squares Water-Fat Separation",[]
1268,S06-046_mri-ideal-mri-calibration-maps-for,62600,A method for generating a calibrated parallel magnetic resonance image is provided in a manifestation of the invention. A magnetic resonance imaging excitation is applied. ...,Magnetic resonance imaging; Chemical shift; ,"MRI - ""IDEAL"" MRI: Calibration Maps for Parallel Imaging Free of Chemical Shift Artifact",[]
1269,S06-024_a-method-to-regulate-protein,62599,"Stanford researchers have developed a general system to regulate the activities of specific proteins in mammalian cells using cell-permeable, synthetic molecules.  By manipulating protein activity ...",DNA; Fusion protein; Orthogonality; Drug discovery; Genetically modified organism; Stem-cell therapy; Progenitor cell; Somatic cell; ,A Method to Regulate Protein Function in Living Cells Using Small Molecules,['http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WSN-4KV343K-T&_user=145269&_coverDate=09%2F08%2F2006&_rdoc=1&_fmt=&_orig=search&_sort=d&view=c&_acct=C000012078&_version=1&_urlVersion=0&_userid=145269&md5=b72c1faf7d41e4fb49b06d6639b320']
